,Unnamed: 0,car:1,motorcycle:2,person:3,car:4,person:5,motorcycle:6,car:7,truck:4,person:4,car:8,car:10,car:13,motorcycle:10,car:15,person:8,truck:13
4,motorcycle:6,1289.0,807,829,,269,0.0,,,,553.0,,,,,,
5,car:8,790.0,1343,1268,,464,553.0,,,,0.0,,,,,,
0,car:1,0.0,2105,2065,,1265,1293.0,,,,800.0,,,,,,
1,motorcycle:2,2105.0,0,440,,914,811.0,,,,1345.0,,,,,,
2,person:3,2065.0,440,0,,800,836.0,,,,1266.0,,,,,,
3,person:5,1265.0,914,800,,0,268.0,,,,466.0,,,,,,
4,motorcycle:6,1293.0,811,836,,268,0.0,,,,549.0,,,,,,
5,car:8,800.0,1345,1266,,466,549.0,,,,0.0,,,,,,
0,car:1,0.0,2115,2078,,1274,1294.0,,,,808.0,,,,,,
1,motorcycle:2,2115.0,0,450,,914,820.0,,,,1345.0,,,,,,
2,person:3,2078.0,450,0,,804,851.0,,,,1270.0,,,,,,
3,person:5,1274.0,914,804,,0,267.0,,,,466.0,,,,,,
4,motorcycle:6,1294.0,820,851,,267,0.0,,,,542.0,,,,,,
5,car:8,808.0,1345,1270,,466,542.0,,,,0.0,,,,,,
0,car:1,0.0,2132,2092,,1291,1311.0,,,,809.0,,,,,,
1,motorcycle:2,2132.0,0,447,,913,821.0,,,,1361.0,,,,,,
2,person:3,2092.0,447,0,,801,858.0,,,,1283.0,,,,,,
3,person:5,1291.0,913,801,,0,284.0,,,,482.0,,,,,,
4,motorcycle:6,1311.0,821,858,,284,0.0,,,,563.0,,,,,,
5,car:8,809.0,1361,1283,,482,563.0,,,,0.0,,,,,,
0,car:1,0.0,2142,2101,,1301,1311.0,,,,827.0,,,,,,
1,motorcycle:2,2142.0,0,433,,913,831.0,,,,1354.0,,,,,,
2,person:3,2101.0,433,0,,800,865.0,,,,1275.0,,,,,,
3,person:5,1301.0,913,800,,0,290.0,,,,474.0,,,,,,
4,motorcycle:6,1311.0,831,865,,290,0.0,,,,551.0,,,,,,
5,car:8,827.0,1354,1275,,474,551.0,,,,0.0,,,,,,
0,car:1,0.0,2147,2107,,1308,1320.0,,,,821.0,,,,,,
1,motorcycle:2,2147.0,0,431,,914,827.0,,,,1365.0,,,,,,
2,person:3,2107.0,431,0,,799,859.0,,,,1286.0,,,,,,
3,person:5,1308.0,914,799,,0,290.0,,,,487.0,,,,,,
4,motorcycle:6,1320.0,827,859,,290,0.0,,,,561.0,,,,,,
5,car:8,821.0,1365,1286,,487,561.0,,,,0.0,,,,,,
0,car:1,0.0,2155,2116,,1313,1311.0,,,,818.0,,,,,,
1,motorcycle:2,2155.0,0,416,,914,848.0,,,,1373.0,,,,,,
2,person:3,2116.0,416,0,,803,838.0,,,,1298.0,,,,,,
3,person:5,1313.0,914,803,,0,207.0,,,,495.0,,,,,,
4,motorcycle:6,1311.0,848,838,,207,0.0,,,,528.0,,,,,,
5,car:8,818.0,1373,1298,,495,528.0,,,,0.0,,,,,,
0,car:1,0.0,2165,2126,,1323,1316.0,,,,810.0,,,,,,
1,motorcycle:2,2165.0,0,400,,907,857.0,,,,1386.0,,,,,,
2,person:3,2126.0,400,0,,803,831.0,,,,1316.0,,,,,,
3,person:5,1323.0,907,803,,0,168.0,,,,513.0,,,,,,
4,motorcycle:6,1316.0,857,831,,168,0.0,,,,529.0,,,,,,
5,car:8,810.0,1386,1316,,513,529.0,,,,0.0,,,,,,
0,car:1,0.0,693,660,239.0,327,,,,,,,,,,,
1,motorcycle:2,693.0,0,223,927.0,395,,,,,,,,,,,
2,person:3,660.0,223,0,899.0,333,,,,,,,,,,,
3,car:4,239.0,927,899,0.0,566,,,,,,,,,,,
4,person:5,327.0,395,333,566.0,0,,,,,,,,,,,
0,car:1,0.0,746,725,307.0,319,343.0,,,,,,,,,,
1,motorcycle:2,746.0,0,196,1048.0,452,403.0,,,,,,,,,,
2,person:3,725.0,196,0,1032.0,406,413.0,,,,,,,,,,
3,car:4,307.0,1048,1032,0.0,626,645.0,,,,,,,,,,
4,person:5,319.0,452,406,626.0,0,122.0,,,,,,,,,,
5,motorcycle:6,343.0,403,413,645.0,122,0.0,,,,,,,,,,
0,car:1,0.0,2177,2139,,1327,1327.0,,,,811.0,,,,,,
1,motorcycle:2,2177.0,0,405,,913,860.0,,,,1397.0,,,,,,
2,person:3,2139.0,405,0,,812,831.0,,,,1328.0,,,,,,
3,person:5,1327.0,913,812,,0,156.0,,,,515.0,,,,,,
4,motorcycle:6,1327.0,860,831,,156,0.0,,,,537.0,,,,,,
5,car:8,811.0,1397,1328,,515,537.0,,,,0.0,,,,,,
0,car:1,0.0,2186,2145,,1324,1329.0,,,,810.0,1688.0,,,,,
1,motorcycle:2,2186.0,0,409,,923,867.0,,,,1408.0,600.0,,,,,
2,person:3,2145.0,409,0,,821,835.0,,,,1336.0,458.0,,,,,
3,person:5,1324.0,923,821,,0,150.0,,,,514.0,365.0,,,,,
4,motorcycle:6,1329.0,867,835,,150,0.0,,,,540.0,384.0,,,,,
5,car:8,810.0,1408,1336,,514,540.0,,,,0.0,880.0,,,,,
6,car:10,1688.0,600,458,,365,384.0,,,,880.0,0.0,,,,,
0,car:1,0.0,2193,2150,,1332,1331.0,,,,806.0,1694.0,,,,,
1,motorcycle:2,2193.0,0,413,,924,876.0,,,,1422.0,600.0,,,,,
2,person:3,2150.0,413,0,,817,835.0,,,,1345.0,456.0,,,,,
3,person:5,1332.0,924,817,,0,140.0,,,,528.0,363.0,,,,,
4,motorcycle:6,1331.0,876,835,,140,0.0,,,,545.0,383.0,,,,,
5,car:8,806.0,1422,1345,,528,545.0,,,,0.0,891.0,,,,,
6,car:10,1694.0,600,456,,363,383.0,,,,891.0,0.0,,,,,
0,car:1,0.0,2198,2155,,1333,1334.0,,,,805.0,1698.0,,,,,
1,motorcycle:2,2198.0,0,407,,926,874.0,,,,1427.0,599.0,,,,,
2,person:3,2155.0,407,0,,822,839.0,,,,1351.0,458.0,,,,,
3,person:5,1333.0,926,822,,0,147.0,,,,530.0,366.0,,,,,
4,motorcycle:6,1334.0,874,839,,147,0.0,,,,552.0,386.0,,,,,
5,car:8,805.0,1427,1351,,530,552.0,,,,0.0,896.0,,,,,
6,car:10,1698.0,599,458,,366,386.0,,,,896.0,0.0,,,,,
0,car:1,0.0,2201,2160,,1338,1341.0,,,,801.0,1700.0,,,,,
1,motorcycle:2,2201.0,0,416,,928,873.0,,,,1433.0,608.0,,,,,
2,person:3,2160.0,416,0,,822,836.0,,,,1359.0,460.0,,,,,
3,person:5,1338.0,928,822,,0,147.0,,,,537.0,363.0,,,,,
4,motorcycle:6,1341.0,873,836,,147,0.0,,,,560.0,383.0,,,,,
5,car:8,801.0,1433,1359,,537,560.0,,,,0.0,900.0,,,,,
6,car:10,1700.0,608,460,,363,383.0,,,,900.0,0.0,,,,,
0,car:1,0.0,2212,2166,,1344,1347.0,,,,798.0,1703.0,,,,,
1,motorcycle:2,2212.0,0,418,,933,879.0,,,,1447.0,617.0,,,,,
2,person:3,2166.0,418,0,,822,836.0,,,,1369.0,463.0,,,,,
3,person:5,1344.0,933,822,,0,146.0,,,,547.0,360.0,,,,,
4,motorcycle:6,1347.0,879,836,,146,0.0,,,,568.0,381.0,,,,,
5,car:8,798.0,1447,1369,,547,568.0,,,,0.0,907.0,,,,,
6,car:10,1703.0,617,463,,360,381.0,,,,907.0,0.0,,,,,
0,car:1,0.0,2221,2175,,1346,1349.0,,,,796.0,1705.0,,,,,
1,motorcycle:2,2221.0,0,425,,941,885.0,,,,1458.0,627.0,,,,,
2,person:3,2175.0,425,0,,828,843.0,,,,1379.0,470.0,,,,,
3,person:5,1346.0,941,828,,0,147.0,,,,551.0,359.0,,,,,
4,motorcycle:6,1349.0,885,843,,147,0.0,,,,572.0,381.0,,,,,
5,car:8,796.0,1458,1379,,551,572.0,,,,0.0,910.0,,,,,
6,car:10,1705.0,627,470,,359,381.0,,,,910.0,0.0,,,,,
0,car:1,0.0,2227,2179,,1349,1353.0,,,,795.0,1704.0,,,,,
1,motorcycle:2,2227.0,0,426,,947,889.0,,,,1467.0,635.0,,,,,
2,person:3,2179.0,426,0,,830,843.0,,,,1386.0,475.0,,,,,
3,person:5,1349.0,947,830,,0,150.0,,,,555.0,356.0,,,,,
4,motorcycle:6,1353.0,889,843,,150,0.0,,,,578.0,377.0,,,,,
5,car:8,795.0,1467,1386,,555,578.0,,,,0.0,911.0,,,,,
6,car:10,1704.0,635,475,,356,377.0,,,,911.0,0.0,,,,,
0,car:1,0.0,2233,2184,,1351,1351.0,,,,791.0,1706.0,1183.0,,,,
1,motorcycle:2,2233.0,0,431,,952,898.0,,,,1477.0,637.0,1120.0,,,,
2,person:3,2184.0,431,0,,833,850.0,,,,1394.0,478.0,1004.0,,,,
3,person:5,1351.0,952,833,,0,148.0,,,,561.0,356.0,173.0,,,,
4,motorcycle:6,1351.0,898,850,,148,0.0,,,,579.0,378.0,247.0,,,,
5,car:8,791.0,1477,1394,,561,579.0,,,,0.0,917.0,391.0,,,,
6,car:10,1706.0,637,478,,356,378.0,,,,917.0,0.0,529.0,,,,
7,car:13,1183.0,1120,1004,,173,247.0,,,,391.0,529.0,0.0,,,,
0,car:1,0.0,2234,2187,,1354,1353.0,,,,788.0,1711.0,1187.0,,,,
1,motorcycle:2,2234.0,0,424,,948,898.0,,,,1481.0,635.0,1116.0,,,,
2,person:3,2187.0,424,0,,833,847.0,,,,1400.0,476.0,1002.0,,,,
3,person:5,1354.0,948,833,,0,135.0,,,,567.0,357.0,172.0,,,,
4,motorcycle:6,1353.0,898,847,,135,0.0,,,,583.0,378.0,238.0,,,,
5,car:8,788.0,1481,1400,,567,583.0,,,,0.0,925.0,399.0,,,,
6,car:10,1711.0,635,476,,357,378.0,,,,925.0,0.0,529.0,,,,
7,car:13,1187.0,1116,1002,,172,238.0,,,,399.0,529.0,0.0,,,,
0,car:1,0.0,748,727,311.0,321,341.0,,,,,,,,,,
1,motorcycle:2,748.0,0,190,1055.0,453,407.0,,,,,,,,,,
2,person:3,727.0,190,0,1039.0,406,413.0,,,,,,,,,,
3,car:4,311.0,1055,1039,0.0,632,648.0,,,,,,,,,,
4,person:5,321.0,453,406,632.0,0,119.0,,,,,,,,,,
5,motorcycle:6,341.0,407,413,648.0,119,0.0,,,,,,,,,,
0,car:1,0.0,2236,2190,,1357,1357.0,,,,786.0,1716.0,1193.0,,,,
1,motorcycle:2,2236.0,0,423,,946,895.0,,,,1483.0,628.0,1111.0,,,,
2,person:3,2190.0,423,0,,832,846.0,,,,1405.0,474.0,999.0,,,,
3,person:5,1357.0,946,832,,0,137.0,,,,572.0,359.0,169.0,,,,
4,motorcycle:6,1357.0,895,846,,137,0.0,,,,588.0,378.0,237.0,,,,
5,car:8,786.0,1483,1405,,572,588.0,,,,0.0,932.0,407.0,,,,
6,car:10,1716.0,628,474,,359,378.0,,,,932.0,0.0,528.0,,,,
7,car:13,1193.0,1111,999,,169,237.0,,,,407.0,528.0,0.0,,,,
0,car:1,0.0,2244,2197,,1362,1362.0,,,,783.0,1719.0,1196.0,,,,
1,motorcycle:2,2244.0,0,427,,950,897.0,,,,1493.0,630.0,1115.0,,,,
2,person:3,2197.0,427,0,,835,851.0,,,,1415.0,478.0,1003.0,,,,
3,person:5,1362.0,950,835,,0,146.0,,,,580.0,359.0,171.0,,,,
4,motorcycle:6,1362.0,897,851,,146,0.0,,,,596.0,378.0,242.0,,,,
5,car:8,783.0,1493,1415,,580,596.0,,,,0.0,938.0,412.0,,,,
6,car:10,1719.0,630,478,,359,378.0,,,,938.0,0.0,529.0,,,,
7,car:13,1196.0,1115,1003,,171,242.0,,,,412.0,529.0,0.0,,,,
0,car:1,0.0,2250,2202,,1364,1363.0,,,,780.0,1722.0,1198.0,,,,
1,motorcycle:2,2250.0,0,431,,953,907.0,,,,1503.0,631.0,1121.0,,,,
2,person:3,2202.0,431,0,,838,851.0,,,,1423.0,481.0,1006.0,,,,
3,person:5,1364.0,953,838,,0,124.0,,,,585.0,359.0,172.0,,,,
4,motorcycle:6,1363.0,907,851,,124,0.0,,,,597.0,372.0,231.0,,,,
5,car:8,780.0,1503,1423,,585,597.0,,,,0.0,944.0,417.0,,,,
6,car:10,1722.0,631,481,,359,372.0,,,,944.0,0.0,531.0,,,,
7,car:13,1198.0,1121,1006,,172,231.0,,,,417.0,531.0,0.0,,,,
0,car:1,0.0,2253,2205,,1373,1368.0,,,,776.0,,1199.0,1724.0,,,
1,motorcycle:2,2253.0,0,428,,947,906.0,,,,1510.0,,1124.0,630.0,,,
2,person:3,2205.0,428,0,,831,848.0,,,,1430.0,,1008.0,481.0,,,
3,person:5,1373.0,947,831,,0,120.0,,,,598.0,,181.0,353.0,,,
4,motorcycle:6,1368.0,906,848,,120,0.0,,,,606.0,,235.0,369.0,,,
5,car:8,776.0,1510,1430,,598,606.0,,,,0.0,,423.0,951.0,,,
6,motorcycle:10,1724.0,630,481,,353,369.0,,,,951.0,,533.0,0.0,,,
7,car:13,1199.0,1124,1008,,181,235.0,,,,423.0,,0.0,533.0,,,
0,car:1,0.0,2258,2210,,1375,1377.0,,,,772.0,1724.0,1200.0,,,,
1,motorcycle:2,2258.0,0,429,,949,898.0,,,,1519.0,634.0,1128.0,,,,
2,person:3,2210.0,429,0,,834,848.0,,,,1439.0,487.0,1013.0,,,,
3,person:5,1375.0,949,834,,0,137.0,,,,604.0,350.0,182.0,,,,
4,motorcycle:6,1377.0,898,848,,137,0.0,,,,622.0,365.0,253.0,,,,
5,car:8,772.0,1519,1439,,604,622.0,,,,0.0,954.0,427.0,,,,
6,car:10,1724.0,634,487,,350,365.0,,,,954.0,0.0,532.0,,,,
7,car:13,1200.0,1128,1013,,182,253.0,,,,427.0,532.0,0.0,,,,
0,car:1,0.0,2266,2220,,1381,1385.0,,,,773.0,1729.0,1202.0,,,,
1,motorcycle:2,2266.0,0,420,,945,894.0,,,,1523.0,631.0,1128.0,,,,
2,person:3,2220.0,420,0,,838,852.0,,,,1448.0,492.0,1020.0,,,,
3,person:5,1381.0,945,838,,0,137.0,,,,609.0,349.0,186.0,,,,
4,motorcycle:6,1385.0,894,852,,137,0.0,,,,629.0,364.0,256.0,,,,
5,car:8,773.0,1523,1448,,609,629.0,,,,0.0,958.0,428.0,,,,
6,car:10,1729.0,631,492,,349,364.0,,,,958.0,0.0,534.0,,,,
7,car:13,1202.0,1128,1020,,186,256.0,,,,428.0,534.0,0.0,,,,
0,car:1,0.0,2264,2222,,1384,1391.0,,,,770.0,1732.0,1202.0,,,,
1,motorcycle:2,2264.0,0,411,,938,883.0,,,,1521.0,621.0,1120.0,,,,
2,person:3,2222.0,411,0,,838,850.0,,,,1452.0,491.0,1021.0,,,,
3,person:5,1384.0,938,838,,0,146.0,,,,614.0,350.0,186.0,,,,
4,motorcycle:6,1391.0,883,850,,146,0.0,,,,637.0,365.0,262.0,,,,
5,car:8,770.0,1521,1452,,614,637.0,,,,0.0,964.0,432.0,,,,
6,car:10,1732.0,621,491,,350,365.0,,,,964.0,0.0,535.0,,,,
7,car:13,1202.0,1120,1021,,186,262.0,,,,432.0,535.0,0.0,,,,
0,car:1,0.0,2265,2234,,1391,1397.0,,,,770.0,1738.0,1208.0,,,,
1,motorcycle:2,2265.0,0,394,,926,876.0,,,,1518.0,607.0,1111.0,,,,
2,person:3,2234.0,394,0,,842,857.0,,,,1464.0,498.0,1027.0,,,,
3,person:5,1391.0,926,842,,0,147.0,,,,622.0,348.0,188.0,,,,
4,motorcycle:6,1397.0,876,857,,147,0.0,,,,642.0,364.0,262.0,,,,
5,car:8,770.0,1518,1464,,622,642.0,,,,0.0,969.0,437.0,,,,
6,car:10,1738.0,607,498,,348,364.0,,,,969.0,0.0,536.0,,,,
7,car:13,1208.0,1111,1027,,188,262.0,,,,437.0,536.0,0.0,,,,
0,car:1,0.0,2274,2245,,1401,1408.0,,,,771.0,1745.0,1216.0,,,,
1,motorcycle:2,2274.0,0,377,,920,867.0,,,,1526.0,607.0,1111.0,,,,
2,person:3,2245.0,377,0,,843,869.0,,,,1475.0,500.0,1031.0,,,,
3,person:5,1401.0,920,843,,0,185.0,,,,631.0,344.0,193.0,,,,
4,motorcycle:6,1408.0,867,869,,185,0.0,,,,661.0,384.0,296.0,,,,
5,car:8,771.0,1526,1475,,631,661.0,,,,0.0,976.0,444.0,,,,
6,car:10,1745.0,607,500,,344,384.0,,,,976.0,0.0,535.0,,,,
7,car:13,1216.0,1111,1031,,193,296.0,,,,444.0,535.0,0.0,,,,
0,car:1,0.0,2284,2256,,1407,1408.0,,,,772.0,1753.0,1222.0,,,,
1,motorcycle:2,2284.0,0,357,,923,880.0,,,,1534.0,605.0,1111.0,,,,
2,person:3,2256.0,357,0,,849,871.0,,,,1485.0,503.0,1036.0,,,,
3,person:5,1407.0,923,849,,0,159.0,,,,635.0,347.0,190.0,,,,
4,motorcycle:6,1408.0,880,871,,159,0.0,,,,654.0,378.0,270.0,,,,
5,car:8,772.0,1534,1485,,635,654.0,,,,0.0,983.0,450.0,,,,
6,car:10,1753.0,605,503,,347,378.0,,,,983.0,0.0,536.0,,,,
7,car:13,1222.0,1111,1036,,190,270.0,,,,450.0,536.0,0.0,,,,
0,car:1,0.0,750,729,315.0,325,343.0,,,,,,,,,,
1,motorcycle:2,750.0,0,190,1061.0,451,408.0,,,,,,,,,,
2,person:3,729.0,190,0,1045.0,404,417.0,,,,,,,,,,
3,car:4,315.0,1061,1045,0.0,640,652.0,,,,,,,,,,
4,person:5,325.0,451,404,640.0,0,124.0,,,,,,,,,,
5,motorcycle:6,343.0,408,417,652.0,124,0.0,,,,,,,,,,
0,car:1,0.0,2296,2262,,1416,1413.0,,,,772.0,1760.0,1218.0,,,,
1,motorcycle:2,2296.0,0,381,,932,890.0,,,,1548.0,615.0,1118.0,,,,
2,person:3,2262.0,381,0,,846,867.0,,,,1491.0,502.0,1044.0,,,,
3,person:5,1416.0,932,846,,0,147.0,,,,645.0,346.0,198.0,,,,
4,motorcycle:6,1413.0,890,867,,147,0.0,,,,657.0,371.0,244.0,,,,
5,car:8,772.0,1548,1491,,645,657.0,,,,0.0,990.0,446.0,,,,
6,car:10,1760.0,615,502,,346,371.0,,,,990.0,0.0,544.0,,,,
7,car:13,1218.0,1118,1044,,198,244.0,,,,446.0,544.0,0.0,,,,
0,car:1,0.0,2304,2272,,1418,1411.0,,,,773.0,1771.0,1219.0,,,,
1,motorcycle:2,2304.0,0,385,,937,906.0,,,,1554.0,614.0,1121.0,,,,
2,person:3,2272.0,385,0,,854,873.0,,,,1499.0,502.0,1053.0,,,,
3,person:5,1418.0,937,854,,0,118.0,,,,645.0,354.0,199.0,,,,
4,motorcycle:6,1411.0,906,873,,118,0.0,,,,649.0,374.0,220.0,,,,
5,car:8,773.0,1554,1499,,645,649.0,,,,0.0,1000.0,446.0,,,,
6,car:10,1771.0,614,502,,354,374.0,,,,1000.0,0.0,553.0,,,,
7,car:13,1219.0,1121,1053,,199,220.0,,,,446.0,553.0,0.0,,,,
0,car:1,0.0,2314,2283,,1431,1423.0,,,,775.0,,1232.0,1777.0,,,
1,motorcycle:2,2314.0,0,390,,936,903.0,,,,1563.0,,1128.0,616.0,,,
2,person:3,2283.0,390,0,,852,874.0,,,,1508.0,,1051.0,507.0,,,
3,person:5,1431.0,936,852,,0,127.0,,,,656.0,,200.0,348.0,,,
4,motorcycle:6,1423.0,903,874,,127,0.0,,,,661.0,,239.0,369.0,,,
5,car:8,775.0,1563,1508,,656,661.0,,,,0.0,,457.0,1004.0,,,
6,motorcycle:10,1777.0,616,507,,348,369.0,,,,1004.0,,548.0,0.0,,,
7,car:13,1232.0,1128,1051,,200,239.0,,,,457.0,,0.0,548.0,,,
0,car:1,0.0,2327,2297,,1446,1443.0,,,,776.0,,1248.0,1784.0,,,
1,motorcycle:2,2327.0,0,397,,932,898.0,,,,1575.0,,1131.0,623.0,,,
2,person:3,2297.0,397,0,,851,867.0,,,,1521.0,,1050.0,514.0,,,
3,person:5,1446.0,932,851,,0,112.0,,,,671.0,,203.0,339.0,,,
4,motorcycle:6,1443.0,898,867,,112,0.0,,,,678.0,,246.0,355.0,,,
5,car:8,776.0,1575,1521,,671,678.0,,,,0.0,,471.0,1010.0,,,
6,motorcycle:10,1784.0,623,514,,339,355.0,,,,1010.0,,541.0,0.0,,,
7,car:13,1248.0,1131,1050,,203,246.0,,,,471.0,,0.0,541.0,,,
0,car:1,0.0,2343,2317,,1451,1451.0,,,,779.0,1794.0,1249.0,,,,
1,motorcycle:2,2343.0,0,404,,946,907.0,,,,1589.0,634.0,1144.0,,,,
2,person:3,2317.0,404,0,,865,878.0,,,,1539.0,524.0,1068.0,,,,
3,person:5,1451.0,946,865,,0,117.0,,,,673.0,343.0,204.0,,,,
4,motorcycle:6,1451.0,907,878,,117,0.0,,,,683.0,357.0,245.0,,,,
5,car:8,779.0,1589,1539,,673,683.0,,,,0.0,1017.0,470.0,,,,
6,car:10,1794.0,634,524,,343,357.0,,,,1017.0,0.0,548.0,,,,
7,car:13,1249.0,1144,1068,,204,245.0,,,,470.0,548.0,0.0,,,,
0,car:1,0.0,2357,2332,,1456,1453.0,,,,777.0,1798.0,1260.0,,,,
1,motorcycle:2,2357.0,0,402,,949,913.0,,,,1603.0,639.0,1150.0,,,,
2,person:3,2332.0,402,0,,876,898.0,,,,1555.0,535.0,1073.0,,,,
3,person:5,1456.0,949,876,,0,132.0,,,,679.0,342.0,203.0,,,,
4,motorcycle:6,1453.0,913,898,,132,0.0,,,,689.0,368.0,260.0,,,,
5,car:8,777.0,1603,1555,,679,689.0,,,,0.0,1022.0,482.0,,,,
6,car:10,1798.0,639,535,,342,368.0,,,,1022.0,0.0,543.0,,,,
7,car:13,1260.0,1150,1073,,203,260.0,,,,482.0,543.0,0.0,,,,
0,car:1,0.0,2363,2339,,1466,1465.0,,,,779.0,1807.0,1253.0,,,,
1,motorcycle:2,2363.0,0,401,,945,908.0,,,,1607.0,638.0,1151.0,,,,
2,person:3,2339.0,401,0,,873,893.0,,,,1561.0,534.0,1086.0,,,,
3,person:5,1466.0,945,873,,0,129.0,,,,688.0,341.0,214.0,,,,
4,motorcycle:6,1465.0,908,893,,129,0.0,,,,699.0,365.0,254.0,,,,
5,car:8,779.0,1607,1561,,688,699.0,,,,0.0,1029.0,474.0,,,,
6,car:10,1807.0,638,534,,341,365.0,,,,1029.0,0.0,555.0,,,,
7,car:13,1253.0,1151,1086,,214,254.0,,,,474.0,555.0,0.0,,,,
0,car:1,0.0,2369,2344,,1469,1465.0,,,,777.0,1812.0,1250.0,,,,
1,motorcycle:2,2369.0,0,388,,945,915.0,,,,1614.0,635.0,1153.0,,,,
2,person:3,2344.0,388,0,,875,894.0,,,,1567.0,533.0,1094.0,,,,
3,person:5,1469.0,945,875,,0,112.0,,,,693.0,343.0,218.0,,,,
4,motorcycle:6,1465.0,915,894,,112,0.0,,,,700.0,365.0,244.0,,,,
5,car:8,777.0,1614,1567,,693,700.0,,,,0.0,1036.0,474.0,,,,
6,car:10,1812.0,635,533,,343,365.0,,,,1036.0,0.0,562.0,,,,
7,car:13,1250.0,1153,1094,,218,244.0,,,,474.0,562.0,0.0,,,,
0,car:1,0.0,2375,2353,,1480,1474.0,,,,778.0,1820.0,1276.0,,,,
1,motorcycle:2,2375.0,0,378,,938,909.0,,,,1621.0,631.0,1144.0,,,,
2,person:3,2353.0,378,0,,873,898.0,,,,1576.0,534.0,1078.0,,,,
3,person:5,1480.0,938,873,,0,129.0,,,,704.0,339.0,209.0,,,,
4,motorcycle:6,1474.0,909,898,,129,0.0,,,,711.0,371.0,256.0,,,,
5,car:8,778.0,1621,1576,,704,711.0,,,,0.0,1044.0,498.0,,,,
6,car:10,1820.0,631,534,,339,371.0,,,,1044.0,0.0,547.0,,,,
7,car:13,1276.0,1144,1078,,209,256.0,,,,498.0,547.0,0.0,,,,
0,car:1,0.0,2382,2363,,1484,1480.0,,,,779.0,1827.0,1291.0,,1079.0,,
1,motorcycle:2,2382.0,0,378,,942,908.0,,,,1626.0,630.0,1141.0,,1334.0,,
2,person:3,2363.0,378,0,,879,902.0,,,,1584.0,536.0,1073.0,,1284.0,,
3,person:5,1484.0,942,879,,0,139.0,,,,706.0,343.0,200.0,,406.0,,
4,motorcycle:6,1480.0,908,902,,139,0.0,,,,718.0,374.0,263.0,,430.0,,
5,car:8,779.0,1626,1584,,706,718.0,,,,0.0,1049.0,511.0,,300.0,,
6,car:10,1827.0,630,536,,343,374.0,,,,1049.0,0.0,540.0,,749.0,,
7,car:13,1291.0,1141,1073,,200,263.0,,,,511.0,540.0,0.0,,212.0,,
8,car:15,1079.0,1334,1284,,406,430.0,,,,300.0,749.0,212.0,,0.0,,
0,car:1,0.0,752,733,315.0,325,343.0,,,,,,,,,,
1,motorcycle:2,752.0,0,190,1063.0,452,410.0,,,,,,,,,,
2,person:3,733.0,190,0,1048.0,408,420.0,,,,,,,,,,
3,car:4,315.0,1063,1048,0.0,640,653.0,,,,,,,,,,
4,person:5,325.0,452,408,640.0,0,122.0,,,,,,,,,,
5,motorcycle:6,343.0,410,420,653.0,122,0.0,,,,,,,,,,
0,car:1,0.0,2391,2372,,1489,1484.0,,,,781.0,1834.0,1304.0,,1086.0,,
1,motorcycle:2,2391.0,0,378,,948,913.0,,,,1633.0,628.0,1138.0,,1336.0,,
2,person:3,2372.0,378,0,,883,908.0,,,,1592.0,539.0,1069.0,,1286.0,,
3,person:5,1489.0,948,883,,0,146.0,,,,709.0,346.0,191.0,,403.0,,
4,motorcycle:6,1484.0,913,908,,146,0.0,,,,719.0,376.0,260.0,,426.0,,
5,car:8,781.0,1633,1592,,709,719.0,,,,0.0,1056.0,523.0,,306.0,,
6,car:10,1834.0,628,539,,346,376.0,,,,1056.0,0.0,536.0,,750.0,,
7,car:13,1304.0,1138,1069,,191,260.0,,,,523.0,536.0,0.0,,218.0,,
8,car:15,1086.0,1336,1286,,403,426.0,,,,306.0,750.0,218.0,,0.0,,
0,car:1,0.0,2401,2382,,1496,1495.0,,,,782.0,1842.0,1311.0,,1093.0,,
1,motorcycle:2,2401.0,0,377,,952,912.0,,,,1642.0,633.0,1143.0,,1339.0,,
2,person:3,2382.0,377,0,,886,908.0,,,,1601.0,541.0,1073.0,,1289.0,,
3,person:5,1496.0,952,886,,0,152.0,,,,715.0,346.0,192.0,,403.0,,
4,motorcycle:6,1495.0,912,908,,152,0.0,,,,730.0,375.0,269.0,,431.0,,
5,car:8,782.0,1642,1601,,715,730.0,,,,0.0,1062.0,529.0,,311.0,,
6,car:10,1842.0,633,541,,346,375.0,,,,1062.0,0.0,537.0,,750.0,,
7,car:13,1311.0,1143,1073,,192,269.0,,,,529.0,537.0,0.0,,218.0,,
8,car:15,1093.0,1339,1289,,403,431.0,,,,311.0,750.0,218.0,,0.0,,
0,car:1,0.0,2410,2387,,1504,1507.0,,,,782.0,1850.0,1315.0,,1096.0,,
1,motorcycle:2,2410.0,0,359,,951,909.0,,,,1650.0,630.0,1145.0,,1344.0,,
2,person:3,2387.0,359,0,,882,898.0,,,,1606.0,537.0,1074.0,,1291.0,,
3,person:5,1504.0,951,882,,0,145.0,,,,723.0,346.0,196.0,,409.0,,
4,motorcycle:6,1507.0,909,898,,145,0.0,,,,741.0,369.0,268.0,,437.0,,
5,car:8,782.0,1650,1606,,723,741.0,,,,0.0,1070.0,532.0,,314.0,,
6,car:10,1850.0,630,537,,346,369.0,,,,1070.0,0.0,541.0,,756.0,,
7,car:13,1315.0,1145,1074,,196,268.0,,,,532.0,541.0,0.0,,220.0,,
8,car:15,1096.0,1344,1291,,409,437.0,,,,314.0,756.0,220.0,,0.0,,
